employee_id,age,gender,education_level,department,job_role,tenure_months,last_performance_rating,promotions_last_3yrs,training_hours_completed,certifications_count,salary_band,compensation_percentile,bonus_received,hike_percent_last_year,avg_monthly_hours,work_life_balance_score,engagement_score,job_satisfaction,absenteeism_days,manager_tenure,manager_change_count,team_size,peer_feedback_score,current_project_risk_score,project_complexity_level,client_importance_score,attrition,best_fit_role,project_risk_flag
2403,48,Female,Bachelor,Technology,Consultant,70,5,0,140,6,Low,60,1,28,91,5,76,4,29,29,4,19,5,86,High,95,0,Senior Consultant,1
2404,28,Male,PhD,Audit,Senior Consultant,191,2,0,1,1,Mid,78,1,11,232,1,24,2,15,33,4,8,1,35,Medium,30,1,Manager,0
2405,27,Other,Bachelor,Tax,Analyst,162,5,0,188,7,Low,68,0,11,104,3,72,5,3,36,3,7,1,4,Medium,32,0,Consultant,0
2406,36,Female,Master,Audit,Partner,177,5,0,141,3,Mid,100,0,25,158,4,59,5,10,170,1,17,1,46,Low,19,0,Partner,0
2407,39,Female,PhD,Tax,Partner,40,4,0,169,5,High,3,1,28,101,3,37,2,12,208,4,5,5,14,Medium,31,1,Partner,0
2408,53,Male,MBA,Tax,Partner,86,3,1,142,9,Low,67,0,29,90,2,3,5,21,175,4,15,2,67,Medium,60,0,Partner,0
2409,32,Male,Master,Tax,Partner,29,1,0,92,0,Low,3,0,8,105,4,25,4,18,33,0,19,4,78,Medium,56,1,Partner,0
2410,41,Male,PhD,Technology,Consultant,9,3,1,121,1,High,64,0,13,204,4,79,4,28,170,0,17,1,67,Medium,73,0,Senior Consultant,0
2411,45,Male,MBA,Tax,Partner,21,5,0,137,3,Mid,48,0,29,195,2,90,1,10,70,1,17,5,67,Low,73,0,Partner,0
2412,36,Female,Bachelor,Technology,Consultant,32,1,1,183,9,Low,53,0,4,199,5,39,2,17,105,2,7,5,26,Medium,3,1,Senior Consultant,0
2413,28,Other,Master,Audit,Consultant,72,5,1,116,8,Low,8,0,21,168,3,63,2,24,41,1,10,3,84,Medium,67,0,Senior Consultant,0
2414,42,Female,Bachelor,Tax,Senior Consultant,183,2,1,180,0,Mid,47,0,10,248,2,67,4,28,122,0,17,5,65,Medium,68,0,Manager,0
2415,47,Female,Bachelor,Risk Advisory,Partner,171,5,1,104,0,Low,61,0,10,231,3,92,2,19,145,1,2,5,95,High,77,0,Partner,1
2416,35,Female,MBA,Audit,Manager,10,1,0,57,6,Low,27,1,25,142,4,7,5,8,32,3,16,3,19,Medium,10,1,Senior Manager,0
2417,58,Female,Master,Risk Advisory,Partner,177,2,1,98,9,Mid,73,0,11,163,4,17,3,2,144,4,19,2,15,Medium,27,1,Partner,0
2418,42,Female,Bachelor,Risk Advisory,Manager,87,1,0,117,7,Low,70,1,19,213,5,63,3,29,219,2,8,1,14,Low,5,0,Senior Manager,0
2419,39,Female,MBA,Consulting,Partner,84,2,0,107,6,High,20,1,18,232,5,96,3,20,104,3,15,1,74,Low,6,0,Partner,0
2420,26,Female,Bachelor,Technology,Consultant,141,4,0,61,2,High,100,0,15,222,2,42,2,0,58,0,11,4,92,Medium,58,0,Senior Consultant,0
2421,24,Male,PhD,Consulting,Partner,86,1,0,56,7,Mid,10,1,26,168,3,30,4,3,151,0,6,1,97,Low,83,1,Partner,0
2422,44,Male,PhD,Technology,Partner,41,4,1,190,7,Low,28,1,9,212,5,87,2,26,187,0,17,4,9,Low,6,0,Partner,0
2423,47,Female,PhD,Consulting,Partner,207,4,0,131,4,Low,68,0,3,200,3,38,5,16,192,2,5,5,29,Medium,89,0,Partner,0
2424,58,Female,MBA,Audit,Partner,31,5,0,77,7,Mid,52,1,6,176,1,35,5,14,71,3,16,1,25,Medium,96,0,Partner,0
2425,45,Female,Bachelor,Risk Advisory,Senior Consultant,109,3,0,103,1,Low,2,0,10,206,2,67,2,16,54,0,18,2,1,Medium,53,0,Manager,0
2426,40,Other,Master,Audit,Senior Consultant,32,2,1,95,8,High,38,1,13,160,3,31,5,21,68,4,16,5,67,Medium,78,1,Manager,0
2427,46,Male,Bachelor,Technology,Consultant,173,1,0,122,4,High,1,1,22,240,5,95,3,10,178,1,15,4,56,High,13,0,Senior Consultant,0
2428,42,Female,Bachelor,Risk Advisory,Consultant,13,4,0,161,2,Mid,43,1,14,228,5,57,2,14,122,2,12,3,75,Medium,49,0,Senior Consultant,0
2429,33,Male,Master,Risk Advisory,Manager,121,5,0,31,5,Mid,58,0,13,174,3,24,2,12,77,2,4,4,32,Medium,99,0,Senior Manager,0
2430,54,Female,Bachelor,Technology,Consultant,153,1,0,77,5,Low,64,0,1,90,4,41,5,8,170,1,14,1,15,Medium,41,1,Senior Consultant,0
2431,25,Female,PhD,Audit,Senior Consultant,213,5,0,161,2,High,3,0,16,240,1,47,1,19,18,0,9,4,1,Low,85,1,Manager,0
2432,28,Male,PhD,Risk Advisory,Consultant,196,1,0,197,6,Mid,69,0,4,156,2,52,4,7,102,2,16,1,88,Medium,56,0,Senior Consultant,0
2433,43,Female,Bachelor,Audit,Manager,118,5,0,39,7,High,8,1,16,184,3,83,4,26,51,4,3,2,38,Low,40,0,Senior Manager,0
2434,54,Female,Master,Audit,Manager,106,5,0,34,1,Mid,16,0,24,102,5,23,1,9,201,1,2,1,24,Low,2,1,Senior Manager,0
2435,38,Male,Master,Audit,Senior Consultant,15,3,0,14,0,Mid,76,1,2,89,2,46,2,10,94,3,5,3,68,Medium,3,0,Manager,0
2436,45,Female,MBA,Risk Advisory,Consultant,64,4,0,50,9,Mid,84,0,15,85,3,56,5,9,221,0,17,3,4,Low,26,0,Senior Consultant,0
2437,55,Female,Master,Tax,Manager,213,2,0,19,8,Mid,14,0,27,117,5,20,5,22,101,2,5,2,46,Medium,37,1,Senior Manager,0
2438,49,Other,Bachelor,Consulting,Consultant,188,2,1,36,9,Mid,92,1,7,173,1,79,3,4,203,3,5,5,10,Low,59,0,Senior Consultant,0
2439,43,Male,Master,Technology,Consultant,234,1,0,37,1,Low,33,1,10,176,3,28,4,6,164,1,6,1,71,High,40,1,Senior Consultant,1
2440,38,Male,Master,Audit,Senior Consultant,117,1,1,148,7,Mid,43,0,16,199,3,74,3,10,141,1,19,3,50,Low,43,0,Manager,0
2441,55,Female,PhD,Risk Advisory,Senior Consultant,8,3,2,9,1,Mid,42,0,20,189,2,72,4,8,219,2,3,1,52,Medium,57,0,Manager,0
2442,27,Male,Bachelor,Technology,Consultant,223,1,1,99,9,Mid,46,1,0,228,2,80,1,15,228,4,17,1,77,Medium,55,0,Senior Consultant,0
2443,27,Other,Bachelor,Tax,Partner,202,2,0,181,2,Low,47,1,5,207,5,37,2,24,93,4,19,5,95,Low,26,1,Partner,0
2444,55,Male,MBA,Tax,Partner,213,4,0,136,4,Mid,88,0,18,185,4,71,5,14,153,2,8,5,53,Medium,91,0,Partner,0
2445,22,Female,MBA,Risk Advisory,Analyst,145,3,0,169,1,Mid,2,1,17,153,1,0,1,0,121,4,13,5,26,Medium,71,1,Consultant,0
2446,31,Female,MBA,Audit,Analyst,5,1,0,100,8,Mid,70,0,26,86,5,3,5,26,96,0,13,1,21,Medium,19,1,Consultant,0
2447,42,Male,Master,Tax,Analyst,141,3,1,143,2,Low,33,0,23,213,5,82,5,16,55,0,16,3,88,High,95,0,Consultant,1
2448,26,Male,Master,Tax,Senior Consultant,21,3,0,106,6,Mid,69,0,18,83,2,75,4,1,237,3,8,2,37,Low,35,0,Manager,0
2449,23,Female,Master,Tax,Consultant,117,3,1,23,1,High,59,0,2,238,5,33,1,19,84,2,17,1,19,Medium,36,0,Senior Consultant,0
2450,43,Female,Bachelor,Risk Advisory,Manager,124,1,0,3,1,Low,44,0,3,193,1,71,2,24,29,2,10,5,55,Medium,83,0,Senior Manager,0
2451,23,Male,Master,Technology,Consultant,115,5,1,171,6,Mid,88,0,9,144,3,47,1,7,163,1,19,3,76,Medium,95,0,Senior Consultant,0
2452,31,Other,Bachelor,Consulting,Consultant,44,1,1,117,0,Low,28,0,3,156,4,85,3,28,143,4,8,3,65,Medium,90,1,Senior Consultant,0
2453,55,Male,Bachelor,Risk Advisory,Analyst,204,1,0,150,2,Mid,48,1,14,138,4,87,2,27,84,4,15,2,60,Medium,87,0,Consultant,0
2454,37,Male,PhD,Audit,Consultant,217,1,0,41,1,Mid,64,0,29,173,3,57,4,29,213,0,17,3,99,High,49,0,Senior Consultant,1
2455,43,Female,Bachelor,Risk Advisory,Analyst,53,1,0,119,3,Mid,97,0,20,164,2,8,1,25,204,3,5,3,88,Low,96,1,Consultant,0
2456,33,Male,PhD,Risk Advisory,Consultant,156,1,0,193,3,Mid,58,1,19,147,5,51,1,15,232,3,19,4,34,Medium,77,0,Senior Consultant,0
2457,45,Other,Bachelor,Consulting,Manager,66,3,1,91,9,Low,18,0,0,223,4,89,3,0,122,1,5,3,19,Medium,32,0,Senior Manager,0
2458,59,Male,Bachelor,Consulting,Partner,149,3,0,116,0,Mid,89,0,0,139,2,75,1,27,43,4,10,3,19,Medium,59,0,Partner,0
2459,31,Male,Master,Consulting,Partner,105,1,0,18,4,Low,37,0,7,157,5,21,4,6,239,0,16,4,86,Low,76,1,Partner,0
2460,56,Male,MBA,Technology,Senior Consultant,126,4,0,147,6,Low,29,1,21,175,4,77,5,8,50,2,13,5,69,High,84,0,Manager,0
2461,53,Female,Master,Risk Advisory,Manager,120,4,0,155,8,Low,52,0,4,243,4,71,2,4,44,4,17,5,68,Low,21,0,Senior Manager,0
2462,28,Female,MBA,Audit,Consultant,214,5,0,105,3,Mid,61,1,16,107,3,91,4,10,14,4,7,4,35,High,95,0,Senior Consultant,0
2463,42,Female,Bachelor,Consulting,Manager,57,4,0,23,5,High,77,0,8,159,2,72,3,14,117,1,2,1,89,Low,3,0,Senior Manager,0
2464,41,Male,PhD,Consulting,Consultant,55,2,0,1,8,Low,53,0,20,111,1,38,1,16,59,3,6,2,42,Low,49,1,Senior Consultant,0
2465,47,Male,Bachelor,Risk Advisory,Manager,130,2,2,6,0,Mid,80,0,18,190,4,64,3,25,192,1,15,5,27,Medium,67,0,Senior Manager,0
2466,25,Female,MBA,Audit,Manager,94,4,0,123,9,High,77,0,12,197,5,33,4,16,148,4,15,5,60,Low,4,0,Senior Manager,0
2467,43,Male,Master,Consulting,Partner,65,1,0,0,0,Low,20,0,7,96,2,25,5,17,190,2,5,3,81,Medium,89,1,Partner,0
2468,36,Female,MBA,Risk Advisory,Manager,110,4,0,138,7,Low,67,0,13,89,4,4,5,16,219,0,3,1,47,Low,96,0,Senior Manager,0
2469,42,Male,Master,Tax,Senior Consultant,205,2,0,178,9,High,43,0,14,135,1,86,2,29,34,3,15,4,25,Medium,47,0,Manager,0
2470,36,Female,Bachelor,Technology,Consultant,131,4,0,187,8,Low,58,1,20,148,1,9,4,6,16,4,11,2,17,Low,21,0,Senior Consultant,0
2471,43,Male,PhD,Risk Advisory,Analyst,187,3,0,158,0,Low,14,1,14,201,4,70,3,26,203,2,15,5,51,Low,67,0,Consultant,0
2472,49,Female,Bachelor,Consulting,Manager,212,5,0,29,9,Mid,12,0,15,232,3,56,4,20,31,4,19,1,95,Low,8,0,Senior Manager,0
2473,35,Male,Bachelor,Audit,Analyst,191,3,0,76,6,Low,33,0,1,142,4,96,4,28,112,3,4,3,94,Medium,66,0,Consultant,0
2474,48,Male,MBA,Tax,Partner,5,3,0,151,4,High,81,0,23,234,4,73,1,10,141,2,4,2,31,High,40,0,Partner,0
2475,49,Male,Bachelor,Audit,Analyst,66,5,0,17,7,High,82,0,25,122,5,9,2,21,86,3,17,1,85,Low,40,0,Consultant,0
2476,47,Male,Bachelor,Audit,Senior Consultant,90,1,0,185,5,Mid,12,1,11,87,5,5,2,10,146,2,12,5,47,Medium,97,1,Manager,0
2477,23,Male,Master,Audit,Senior Consultant,221,5,0,16,9,Low,45,0,20,165,3,95,4,2,234,2,13,3,32,Medium,87,0,Manager,0
2478,46,Female,MBA,Risk Advisory,Partner,146,1,0,45,3,Low,26,1,9,151,5,55,3,19,193,4,11,2,68,Medium,95,1,Partner,0
2479,24,Female,Bachelor,Risk Advisory,Senior Consultant,137,2,1,111,2,Low,28,0,22,214,4,1,2,11,179,0,7,4,7,Medium,41,1,Manager,0
2480,29,Female,Master,Technology,Consultant,150,4,0,18,2,Low,77,0,0,144,3,13,3,7,108,4,19,3,77,High,47,0,Senior Consultant,1
2481,54,Female,MBA,Tax,Senior Consultant,156,2,1,11,0,High,12,0,11,180,5,72,4,5,156,0,3,4,88,Medium,26,0,Manager,0
2482,56,Female,MBA,Audit,Manager,188,2,0,81,1,Mid,57,1,6,139,5,17,2,2,68,0,6,3,80,Medium,92,1,Senior Manager,0
2483,27,Male,PhD,Consulting,Senior Consultant,140,2,0,139,8,High,4,1,13,210,4,74,3,5,7,2,5,5,74,Medium,95,1,Manager,0
2484,44,Female,MBA,Audit,Consultant,37,4,0,49,4,Mid,84,1,28,171,3,80,2,23,185,0,15,5,74,Medium,94,0,Senior Consultant,0
2485,46,Male,Master,Tax,Partner,210,1,0,193,6,Mid,57,0,13,153,5,26,1,8,91,1,9,1,96,Medium,80,1,Partner,0
2486,40,Female,Master,Audit,Senior Consultant,119,5,0,147,3,High,10,1,14,165,2,4,4,16,7,0,11,5,79,High,67,1,Manager,1
2487,26,Male,Bachelor,Risk Advisory,Consultant,98,1,0,5,1,Mid,49,0,20,197,4,99,3,9,179,4,5,3,2,Medium,73,0,Senior Consultant,0
2488,32,Male,MBA,Risk Advisory,Manager,170,1,1,128,4,Low,45,0,3,212,2,97,2,4,141,4,7,3,21,Low,19,0,Senior Manager,0
2489,33,Female,PhD,Tax,Analyst,54,3,1,134,8,Mid,47,0,24,176,1,53,4,21,49,2,19,3,93,Low,3,0,Consultant,0
2490,31,Male,MBA,Technology,Analyst,170,4,0,95,8,Mid,74,0,4,228,5,90,4,1,106,1,8,5,64,Low,10,0,Consultant,0
2491,29,Female,Bachelor,Audit,Partner,122,1,0,54,7,High,28,0,4,242,2,81,4,20,55,3,8,5,71,Medium,99,1,Partner,0
2492,45,Female,Master,Tax,Partner,67,1,1,123,4,Low,12,1,0,199,1,52,5,8,190,3,10,2,64,Medium,28,1,Partner,0
2493,49,Male,Master,Consulting,Analyst,56,2,1,108,6,Low,22,0,27,202,4,0,5,5,239,3,9,3,8,Medium,40,1,Consultant,0
2494,57,Male,Master,Consulting,Analyst,46,3,1,104,0,Mid,64,1,7,239,2,79,4,29,113,2,8,2,80,Medium,74,0,Consultant,0
2495,58,Female,MBA,Technology,Partner,5,5,0,14,3,High,85,0,21,102,3,38,3,5,7,2,6,3,92,Low,46,1,Partner,0
2496,42,Female,Master,Risk Advisory,Analyst,56,3,3,94,6,Mid,45,0,8,103,4,49,4,16,102,3,12,5,68,Medium,63,0,Consultant,0
2497,29,Male,Bachelor,Tax,Senior Consultant,151,2,1,151,2,Low,15,0,15,140,4,18,5,19,233,4,6,1,85,Medium,73,1,Manager,0
2498,30,Female,PhD,Audit,Consultant,62,2,1,28,3,Low,80,0,11,166,3,43,3,2,17,0,4,3,97,Medium,81,1,Senior Consultant,0
2499,36,Female,Master,Tax,Partner,141,2,1,81,0,High,64,0,0,241,4,32,3,2,90,2,13,3,23,Medium,33,1,Partner,0
2500,39,Male,Bachelor,Technology,Consultant,59,4,0,198,7,Low,66,0,9,208,1,62,4,25,42,4,12,4,91,Medium,66,0,Senior Consultant,0
2501,41,Male,Bachelor,Tax,Manager,216,2,0,33,1,Mid,50,0,26,168,5,29,3,27,158,2,9,5,93,Medium,13,1,Senior Manager,0
2502,27,Female,PhD,Technology,Manager,28,1,0,92,9,Low,79,0,12,238,4,90,2,18,50,0,3,2,49,Medium,55,0,Senior Manager,0
2503,33,Male,MBA,Technology,Senior Consultant,209,4,0,36,0,Low,79,0,20,191,2,95,1,27,200,3,16,3,38,Low,20,0,Manager,0
2504,23,Female,Master,Technology,Manager,6,2,0,169,2,Low,87,1,4,156,4,28,1,19,134,0,8,3,42,Medium,81,1,Senior Manager,0
2505,28,Male,Bachelor,Tax,Partner,189,4,0,191,2,Low,82,0,11,108,3,7,4,4,92,0,19,4,52,Medium,1,0,Partner,0
2506,37,Female,Bachelor,Consulting,Senior Consultant,61,1,1,94,6,Mid,93,1,10,222,2,43,2,23,122,2,19,2,30,High,7,1,Manager,0
2507,24,Female,Bachelor,Audit,Senior Consultant,219,2,0,146,1,Mid,43,0,23,130,3,98,4,9,168,4,8,1,39,High,34,0,Manager,0
2508,24,Female,Master,Technology,Partner,173,2,0,150,6,Low,33,1,5,177,4,34,5,13,56,0,17,4,78,Medium,93,1,Partner,0
2509,48,Male,Master,Risk Advisory,Analyst,93,1,1,70,0,Mid,93,0,17,211,1,56,1,15,209,4,8,2,24,Medium,6,0,Consultant,0
2510,59,Male,Master,Technology,Consultant,12,2,1,5,9,Low,37,1,21,186,2,13,2,21,184,1,3,3,77,Medium,0,1,Senior Consultant,0
2511,54,Female,MBA,Tax,Partner,163,1,0,98,3,Low,17,1,2,185,4,36,4,22,36,0,15,3,20,Low,6,1,Partner,0
2512,49,Male,Bachelor,Technology,Analyst,62,2,1,54,7,High,26,0,9,214,4,39,1,18,46,3,10,5,23,Medium,87,1,Consultant,0
2513,22,Male,Bachelor,Risk Advisory,Analyst,112,2,0,38,6,Mid,43,1,4,206,3,54,4,8,63,3,4,4,21,Low,96,0,Consultant,0
2514,29,Other,Bachelor,Consulting,Manager,5,3,0,24,4,Mid,58,1,29,204,4,31,3,22,19,1,15,4,19,Medium,69,1,Senior Manager,0
2515,58,Male,Bachelor,Tax,Senior Consultant,66,4,1,97,6,Low,9,0,11,97,1,9,3,8,142,1,12,1,10,Low,39,1,Manager,0
2516,53,Male,Bachelor,Tax,Senior Consultant,203,5,1,82,8,Mid,21,1,21,178,2,92,3,24,127,1,13,2,39,Low,8,0,Manager,0
2517,58,Male,Master,Tax,Manager,68,3,0,3,0,Low,65,1,2,174,4,94,1,28,155,1,16,5,43,Low,20,0,Senior Manager,0
2518,25,Female,MBA,Risk Advisory,Manager,86,3,0,32,1,Mid,63,0,16,80,3,53,3,14,16,2,8,4,95,Medium,73,0,Senior Manager,0
2519,51,Female,MBA,Tax,Senior Consultant,193,4,0,65,0,Low,73,0,6,127,1,7,5,24,96,0,13,1,78,Medium,94,0,Manager,0
2520,27,Male,MBA,Consulting,Partner,109,3,0,129,4,Mid,27,0,11,137,5,22,2,13,190,4,15,2,6,High,56,1,Partner,0
2521,40,Male,Master,Audit,Partner,114,1,0,141,2,Mid,78,1,14,118,1,57,1,3,77,4,11,1,84,Medium,67,0,Partner,0
2522,53,Male,MBA,Audit,Partner,80,3,0,177,9,Low,36,1,10,218,4,69,2,23,38,1,14,2,45,Medium,60,0,Partner,0
2523,30,Female,Bachelor,Technology,Partner,66,5,0,10,0,Mid,59,0,0,148,4,46,4,9,111,3,15,2,68,Medium,13,0,Partner,0
2524,33,Male,PhD,Audit,Manager,169,1,0,33,0,Low,95,0,4,114,2,20,4,4,98,0,19,2,74,Medium,39,1,Senior Manager,0
2525,32,Other,Bachelor,Risk Advisory,Consultant,155,4,0,165,6,Mid,46,0,22,106,4,4,1,13,29,2,6,1,60,Low,90,0,Senior Consultant,0
2526,37,Male,Bachelor,Audit,Consultant,76,4,2,166,1,High,99,0,13,145,1,36,1,0,167,3,18,5,92,Medium,69,0,Senior Consultant,0
2527,22,Other,Bachelor,Risk Advisory,Senior Consultant,5,4,0,149,8,High,30,0,19,192,5,68,5,29,62,4,12,3,41,Medium,45,0,Manager,0
2528,42,Male,PhD,Risk Advisory,Consultant,133,1,0,41,6,High,82,0,18,133,1,69,3,21,189,4,13,5,73,Low,14,0,Senior Consultant,0
2529,51,Female,PhD,Technology,Partner,86,4,0,184,9,Mid,17,0,7,90,4,4,5,26,57,0,5,3,55,Medium,63,1,Partner,0
2530,34,Male,MBA,Audit,Manager,141,4,0,165,0,High,81,0,12,165,4,52,2,21,75,0,4,1,43,Medium,93,0,Senior Manager,0
2531,55,Male,Master,Technology,Partner,80,5,2,8,0,Low,52,1,13,206,5,0,5,20,73,2,12,4,36,High,15,0,Partner,0
2532,25,Female,Master,Tax,Analyst,90,2,1,87,3,Low,47,1,9,162,5,48,3,26,115,1,3,3,32,Medium,95,1,Consultant,0
2533,49,Female,PhD,Consulting,Manager,137,2,1,28,2,Low,92,0,12,162,2,90,1,6,216,2,18,4,91,Low,4,0,Senior Manager,0
2534,59,Male,Master,Audit,Analyst,176,2,0,196,5,Mid,88,0,23,213,5,61,2,10,191,4,7,3,51,Medium,42,0,Consultant,0
2535,52,Female,PhD,Tax,Analyst,32,4,0,169,7,Low,37,0,10,184,3,75,3,27,115,4,6,3,35,Low,36,0,Consultant,0
2536,48,Female,Bachelor,Tax,Senior Consultant,83,1,1,59,9,Mid,99,1,20,137,4,47,3,19,76,2,11,2,15,High,8,1,Manager,0
2537,26,Female,Bachelor,Technology,Analyst,36,4,1,166,6,Low,92,0,10,172,2,66,1,9,102,3,2,3,28,Medium,87,0,Consultant,0
2538,46,Male,MBA,Technology,Consultant,220,2,2,90,0,Low,14,1,27,206,1,48,3,12,137,1,10,3,6,Medium,92,1,Senior Consultant,0
2539,24,Female,Bachelor,Consulting,Consultant,143,5,1,199,5,High,36,0,2,111,2,53,4,0,162,1,7,3,75,Low,17,0,Senior Consultant,0
2540,54,Female,PhD,Consulting,Analyst,137,4,1,59,8,Mid,35,1,27,248,4,5,3,4,127,0,13,5,88,High,66,0,Consultant,1
2541,25,Male,Master,Consulting,Senior Consultant,16,4,0,180,8,Mid,58,0,6,116,4,54,5,17,169,1,5,2,97,Medium,21,0,Manager,0
2542,46,Female,PhD,Consulting,Analyst,6,4,0,125,1,Low,50,0,18,229,5,57,4,5,213,0,16,5,3,Low,41,0,Consultant,0
2543,41,Male,Bachelor,Technology,Manager,72,1,0,75,7,Low,6,0,12,214,5,0,3,26,83,1,14,5,88,Medium,13,1,Senior Manager,0
2544,55,Male,MBA,Risk Advisory,Manager,161,5,0,135,3,Mid,62,1,14,236,3,9,2,3,180,1,10,1,70,Medium,83,0,Senior Manager,0
2545,47,Female,Master,Technology,Manager,224,5,0,105,2,Mid,62,0,5,119,3,73,1,1,28,4,16,2,30,Low,60,0,Senior Manager,0
2546,26,Female,Master,Risk Advisory,Manager,110,5,1,104,6,High,38,0,24,247,4,7,4,1,87,1,14,4,87,Low,48,0,Senior Manager,0
2547,56,Male,Master,Technology,Analyst,100,5,0,148,4,Low,85,0,14,132,4,75,4,17,134,4,17,2,79,Medium,83,0,Consultant,0
2548,49,Male,PhD,Technology,Partner,170,2,2,183,5,Low,92,1,29,234,3,51,4,12,215,0,6,2,13,Low,41,0,Partner,0
2549,50,Other,Master,Consulting,Partner,59,4,0,175,3,Low,9,1,26,122,3,24,3,12,79,2,12,2,41,High,36,1,Partner,0
2550,30,Male,Bachelor,Risk Advisory,Manager,36,5,0,46,8,Mid,13,1,4,188,5,33,5,29,119,3,9,2,94,Medium,67,1,Senior Manager,0
2551,59,Female,PhD,Tax,Senior Consultant,34,3,0,8,2,Low,80,0,9,227,2,87,3,27,43,2,12,2,13,Medium,7,0,Manager,0
2552,27,Female,Bachelor,Tax,Senior Consultant,130,3,0,77,4,Mid,23,0,27,105,5,0,4,0,100,4,14,4,81,High,94,1,Manager,1
2553,40,Male,Bachelor,Tax,Analyst,13,2,0,128,1,Low,96,1,1,151,3,67,1,20,214,4,12,1,48,Medium,44,0,Consultant,0
2554,32,Other,Bachelor,Consulting,Partner,171,3,0,54,3,High,33,0,22,188,1,76,4,19,14,1,3,5,53,Medium,63,0,Partner,0
2555,23,Female,MBA,Tax,Analyst,202,3,0,30,6,Mid,54,0,22,243,3,22,4,4,19,4,11,1,1,Low,48,0,Consultant,0
2556,30,Female,Bachelor,Technology,Consultant,57,3,0,79,9,Mid,45,0,22,245,1,10,2,21,138,0,18,5,99,Low,48,0,Senior Consultant,0
2557,42,Female,Bachelor,Consulting,Manager,230,2,0,90,4,Mid,48,0,20,213,5,99,2,13,153,4,17,2,25,Low,1,0,Senior Manager,0
2558,45,Female,PhD,Tax,Consultant,7,4,0,138,5,Mid,85,1,23,203,5,18,5,20,177,2,14,3,85,Low,59,1,Senior Consultant,0
2559,55,Female,MBA,Consulting,Consultant,187,2,2,65,4,High,68,1,19,137,5,68,2,13,165,1,4,5,44,High,72,0,Senior Consultant,0
2560,43,Female,Bachelor,Technology,Senior Consultant,59,1,1,187,6,Mid,61,0,4,237,4,18,1,1,21,0,11,5,1,Medium,64,1,Manager,0
2561,24,Male,MBA,Consulting,Partner,111,1,0,30,8,Mid,99,0,10,111,4,2,5,23,160,0,7,5,47,Low,78,1,Partner,0
2562,33,Male,PhD,Tax,Manager,116,3,0,177,6,High,52,1,27,217,5,46,3,24,26,3,4,5,7,Low,32,0,Senior Manager,0
2563,49,Male,Bachelor,Consulting,Analyst,51,3,0,59,2,Low,46,0,25,178,2,53,4,22,38,0,6,4,78,Medium,25,0,Consultant,0
2564,51,Male,MBA,Audit,Manager,3,4,1,61,6,Low,44,0,13,234,4,47,5,6,158,1,19,2,84,High,30,1,Senior Manager,1
2565,47,Male,Master,Tax,Analyst,155,3,0,166,2,Low,75,0,1,129,2,5,4,18,47,3,6,4,10,Medium,74,0,Consultant,0
2566,42,Female,Master,Technology,Analyst,206,1,0,130,3,Low,49,1,25,116,4,4,2,28,89,1,12,5,89,Low,33,1,Consultant,0
2567,49,Female,Master,Risk Advisory,Partner,54,3,0,111,5,Low,37,0,10,126,3,60,3,10,8,3,17,3,22,Medium,16,0,Partner,0
2568,47,Female,Master,Consulting,Consultant,94,4,0,185,6,Mid,41,0,8,243,5,48,5,2,12,3,18,1,15,Medium,81,0,Senior Consultant,0
2569,54,Female,Bachelor,Consulting,Analyst,192,1,0,67,7,Low,22,0,9,202,4,50,2,17,206,3,13,3,44,Low,9,1,Consultant,0
2570,42,Female,MBA,Tax,Partner,34,3,0,29,8,High,42,0,4,106,3,58,2,13,139,1,14,4,81,Medium,60,0,Partner,0
2571,56,Female,Bachelor,Tax,Consultant,23,4,0,66,0,Low,58,1,4,245,2,54,3,3,15,1,16,1,76,High,51,0,Senior Consultant,1
2572,55,Female,Master,Audit,Consultant,48,4,0,67,3,Low,52,0,16,139,4,100,5,8,130,3,12,1,70,Low,62,0,Senior Consultant,0
2573,39,Male,Bachelor,Technology,Manager,55,1,0,185,2,Mid,53,0,19,150,2,93,4,19,68,1,9,1,58,Medium,55,0,Senior Manager,0
2574,32,Other,MBA,Consulting,Manager,17,1,0,76,5,Low,49,0,21,166,5,96,1,16,150,4,18,4,25,Low,37,0,Senior Manager,0
2575,44,Female,Bachelor,Consulting,Manager,79,1,0,180,5,Mid,13,0,9,248,4,73,1,4,156,4,15,3,43,Low,44,1,Senior Manager,0
2576,43,Male,Master,Risk Advisory,Senior Consultant,62,4,0,13,7,High,62,0,5,159,5,90,3,1,33,2,10,4,5,Medium,3,0,Manager,0
2577,38,Female,Master,Consulting,Consultant,125,1,0,137,3,Mid,36,0,15,144,1,61,4,28,137,4,2,1,64,Low,90,0,Senior Consultant,0
2578,26,Female,MBA,Consulting,Senior Consultant,237,1,0,21,3,Low,52,0,11,238,5,38,2,13,37,3,13,4,60,Medium,59,1,Manager,0
2579,32,Male,Master,Audit,Manager,61,4,0,190,0,Mid,41,0,7,98,2,5,1,12,61,2,2,1,37,Low,65,0,Senior Manager,0
2580,51,Female,MBA,Risk Advisory,Partner,189,4,0,60,2,High,37,1,17,238,2,21,5,7,134,1,12,5,83,Low,32,0,Partner,0
2581,36,Male,Bachelor,Consulting,Manager,44,1,0,173,2,Low,19,0,3,157,5,86,4,26,138,2,6,4,21,Medium,61,1,Senior Manager,0
